Name,Nationality,Age,Height(cm),Weight(kg),Overall,Potential,Club,Preferred Foot,W/F,Best Position,Value(Thousand$),IR
I. Fernández,Argentina,30,182,70,81,81,River Plate,Left,1,CM,24000.0,1
J. Correa,Argentina,25,188,77,81,84,Lazio,Right,1,CAM,34000.0,1
W. Benítez,Argentina,27,191,93,81,84,OGC Nice,Right,1,GK,25000.0,1
T. Lemar,France,24,171,66,81,85,Atlético Madrid,Left,3,CAM,37000.0,3
O. Vlachodimos,Greece,26,188,77,81,86,SL Benfica,Right,1,GK,29000.0,1
M. Dembélé,France,23,183,74,81,85,Olympique Lyonnais,Right,1,ST,37000.0,1
A. Rabiot,France,25,192,80,81,82,Juventus,Left,2,CM,30000.0,2
Fred,Brazil,27,169,62,81,83,Manchester United,Left,1,CM,28000.0,1
Gonçalo Guedes,Portugal,23,179,68,81,87,Valencia CF,Right,2,LM,40000.0,2
M. de Roon,Netherlands,29,185,76,81,81,Atalanta,Right,2,CDM,22000.0,2
B. Pavard,France,24,186,76,81,85,FC Bayern München,Right,1,CB,34000.0,1
T. Delaney,Denmark,28,182,79,81,81,Borussia Dortmund,Left,2,CB,22000.0,2
Jordi Masip,Spain,31,180,68,81,81,Real Valladolid CF,Right,1,GK,13000.0,1
X. Shaqiri,Switzerland,28,169,72,81,81,Liverpool,Left,3,RM,26000.0,3
S. Coates,Uruguay,29,196,92,81,81,Sporting CP,Right,3,CB,21000.0,3
K. Kampl,Slovenia,29,178,66,81,81,RB Leipzig,Right,2,CM,25000.0,2
A. Cragno,Italy,26,184,78,81,85,Cagliari,Right,1,GK,27000.0,1
A. Rüdiger,Germany,27,190,85,81,83,Chelsea,Right,2,CB,27000.0,2
A. Milik,Poland,26,186,78,81,84,Napoli,Left,3,ST,34000.0,3
J. Pickford,England,26,185,77,81,84,Everton,Left,1,GK,26000.0,1
S. Savić,Montenegro,29,187,80,81,82,Atlético Madrid,Right,2,CB,24000.0,2
E. Zahavi,Israel,32,182,71,81,81,PSV,Right,1,ST,21000.0,1
S. Arias,Colombia,28,178,72,81,81,Bayer 04 Leverkusen,Right,2,RB,23000.0,2
A. Florenzi,Italy,29,173,67,81,81,Paris Saint-Germain,Right,3,RB,22000.0,3
Suso,Spain,26,176,70,81,81,Sevilla FC,Left,3,CAM,28000.0,3
B. Mendy,France,25,185,85,81,84,Manchester City,Left,2,LWB,31000.0,2
Felipe Anderson,Brazil,27,175,70,81,81,FC Porto,Right,3,LM,27000.0,3
M. Doherty,Republic of Ireland,28,182,87,81,81,Tottenham Hotspur,Right,1,RWB,23000.0,1
K. Volland,Germany,27,179,85,81,81,AS Monaco,Left,2,ST,28000.0,2
Paco Alcácer,Spain,26,175,72,81,82,Villarreal CF,Right,2,ST,31000.0,2
S. Berghuis,Netherlands,28,182,75,81,81,Feyenoord,Left,2,CAM,26000.0,2
J. Cillessen,Netherlands,31,185,83,81,81,Valencia CF,Right,3,GK,13000.0,3
Pablo Sarabia,Spain,28,174,70,81,81,Paris Saint-Germain,Left,2,RW,26000.0,2
T. Meunier,Belgium,28,190,82,81,81,Borussia Dortmund,Right,2,RB,23000.0,2
S. Haller,France,26,190,82,81,83,West Ham United,Right,2,ST,32000.0,2
S. Mignolet,Belgium,32,193,87,81,81,Club Brugge KV,Right,3,GK,13000.0,3
Ismaily,Brazil,30,177,86,81,81,Shakhtar Donetsk,Left,1,LB,22000.0,1
Jonathan Viera,Spain,30,171,67,81,81,Beijing Sinobo Guoan FC,Right,2,CAM,25000.0,2
S. Bender,Germany,31,186,81,81,81,Bayer 04 Leverkusen,Right,2,CB,17000.0,2
J. Cuadrado,Colombia,32,179,72,81,81,Juventus,Right,3,RW,18000.0,3
Iniesta,Spain,36,171,68,81,81,Vissel Kobe,Right,4,CAM,8000.0,4
Marcos Alonso,Spain,29,188,85,81,81,Chelsea,Left,2,LB,22000.0,2
M. Götze,Germany,28,176,75,81,81,PSV,Right,4,CAM,26000.0,4
E. Salvio,Argentina,29,172,68,81,81,Boca Juniors,Right,2,RM,25000.0,2
Marlos,Ukraine,32,174,76,81,81,Shakhtar Donetsk,Left,2,RM,20000.0,2
M. Kruse,Germany,32,180,76,81,81,1. FC Union Berlin,Left,2,CAM,20000.0,2
S. Khedira,Germany,33,189,90,81,81,Juventus,Right,3,CM,16000.0,3
Javi Martínez,Spain,31,192,86,81,81,FC Bayern München,Right,3,CB,18000.0,3
Taison,Brazil,32,172,75,81,81,Shakhtar Donetsk,Right,2,LM,20000.0,2
Marcano,Spain,33,189,77,81,81,FC Porto,Left,3,CB,12000.0,3
M. Hamšík,Slovakia,32,183,73,81,81,Dalian YiFang FC,Right,3,CM,20000.0,3
S. Ruffier,France,33,188,93,81,81,AS Saint-Étienne,Right,3,GK,8000.0,3
L. Fabiański,Poland,35,190,83,81,81,West Ham United,Right,2,GK,2000.0,2
A. Consigli,Italy,33,189,82,81,81,Sassuolo,Right,2,GK,8000.0,2
F. Ribéry,France,37,170,72,81,81,Fiorentina,Right,4,CAM,9000.0,4
H. Herrera,Mexico,30,185,78,81,81,Atlético Madrid,Right,3,CM,24000.0,3
Pepe,Portugal,37,188,81,81,81,FC Porto,Right,4,CB,4000.0,4
E. Andrada,Argentina,29,193,83,81,82,Boca Juniors,Right,1,GK,20000.0,1
A. Gignac,France,34,188,89,81,81,Tigres U.A.N.L.,Right,3,ST,12000.0,3
J. Frendado,Uruguay,36,181,82,80,80,No Club,Right,1,CB,0.0,1
Vinícius Jr.,Brazil,19,176,73,80,93,Real Madrid,Right,2,RM,50000.0,2
M. Gómez,Uruguay,23,186,84,80,85,Valencia CF,Right,1,ST,32000.0,1
D. Livaković,Croatia,25,187,79,80,85,Dinamo Zagreb,Right,1,GK,24000.0,1
V. Tsygankov,Ukraine,22,175,71,80,86,Dynamo Kyiv,Left,1,CAM,34000.0,1
J. Serendero,Uruguay,32,190,85,80,80,No Club,Right,1,GK,0.0,1
M. Nérez,Uruguay,32,178,69,80,80,No Club,Left,1,LB,0.0,1
M. Baldona,Uruguay,36,177,75,80,80,No Club,Right,1,CDM,0.0,1
S. Ardero,Uruguay,32,171,63,80,80,No Club,Left,1,CAM,0.0,1
L. Dálves,Uruguay,28,188,83,80,80,No Club,Right,1,ST,0.0,1
E. Schetino,Uruguay,28,185,80,80,80,No Club,Right,1,CB,0.0,1
J. Sildero,Uruguay,28,177,75,80,80,No Club,Right,1,CAM,0.0,1
T. Ndombele,France,23,181,76,80,87,Tottenham Hotspur,Right,1,CAM,42000.0,1
B. Davies,Wales,27,182,76,80,81,Tottenham Hotspur,Left,2,LB,22000.0,2
David Neres,Brazil,23,176,66,80,85,Ajax,Left,3,CAM,32000.0,3
C. Nkunku,France,22,179,72,80,86,RB Leipzig,Right,1,CAM,34000.0,1
D. Henderson,England,23,190,85,80,87,Manchester United,Right,1,GK,36000.0,1
C. Söyüncü,Turkey,24,185,82,80,85,Leicester City,Right,1,CB,29000.0,1
Éder Militão,Brazil,22,186,78,80,87,Real Madrid,Right,1,CB,40000.0,1
Unai Simón,Spain,23,190,89,80,86,Athletic Club de Bilbao,Right,1,GK,27000.0,1
M. Mount,England,21,178,70,80,87,Chelsea,Right,1,CAM,43000.0,1
M. Arambarri,Uruguay,24,175,74,80,85,Getafe CF,Right,1,CDM,29000.0,1
T. Hernández,France,22,184,82,80,85,Milan,Left,1,LB,30000.0,1
L. Jović,Serbia,22,182,85,80,85,Real Madrid,Right,1,ST,33000.0,1
Tony Abranjes,Brazil,32,179,80,80,80,Palmeiras,Right,1,CB,13000.0,1
M. Thuram,France,22,192,87,80,86,Borussia Mönchengladbach,Right,1,ST,34000.0,1
O. Zinchenko,Ukraine,23,175,64,80,85,Manchester City,Left,1,CM,29000.0,1
Laure Santeiro,Brazil,20,171,63,80,80,Fluminense,Left,1,CAM,24000.0,1
S. Mandíquez,Ecuador,31,188,84,80,80,No Club,Right,2,ST,0.0,2
Maikel Catarino,Brazil,24,177,75,80,80,Atlético Mineiro,Right,1,RB,22000.0,1
L. Bailey,Jamaica,22,178,79,80,85,Bayer 04 Leverkusen,Left,1,CAM,32000.0,1
Mario Hermoso,Spain,25,185,76,80,83,Atlético Madrid,Left,1,CB,25000.0,1
Yeray,Spain,25,183,78,80,83,Athletic Club de Bilbao,Right,2,CB,25000.0,2
N. Mukiele,France,22,187,84,80,87,RB Leipzig,Right,1,CB,40000.0,1
Álex Remiro,Spain,25,191,83,80,84,Real Sociedad,Right,1,GK,23000.0,1
S. Lainer,Austria,27,175,70,80,80,Borussia Mönchengladbach,Right,1,RB,20000.0,1
Dani Ceballos,Spain,23,179,68,80,85,Arsenal,Right,2,CM,31000.0,2
Merino,Spain,24,189,83,80,86,Real Sociedad,Left,1,CAM,33000.0,1
A. Saint-Maximin,France,23,173,67,80,86,Newcastle United,Right,2,CAM,33000.0,2
Héniton Pires,Brazil,24,182,74,80,80,Flamengo,Right,1,GK,18000.0,1
Diogo Jota,Portugal,23,178,73,80,86,Liverpool,Right,2,CAM,33000.0,2
N. Barella,Italy,23,172,68,80,87,Inter,Right,2,CM,42000.0,2
V. Rongier,France,25,172,70,80,83,Olympique de Marseille,Right,2,CM,27000.0,2
Otávio,Brazil,25,172,71,80,83,FC Porto,Right,1,CAM,28000.0,1
L. Klostermann,Germany,24,187,88,80,85,RB Leipzig,Right,1,CB,29000.0,1
H. Lozano,Mexico,24,175,70,80,83,Napoli,Right,3,CAM,29000.0,3
V. Lindelöf,Sweden,25,187,80,80,84,Manchester United,Right,2,CDM,26000.0,2
Angeliño,Spain,23,175,69,80,85,RB Leipzig,Left,2,CM,29000.0,2
M. Vecino,Uruguay,28,187,81,80,80,Inter,Right,2,CDM,18000.0,2
C. Tolisso,France,25,181,81,80,83,FC Bayern München,Right,2,CM,27000.0,2
J. Musso,Argentina,26,191,93,80,83,Udinese,Right,1,GK,21000.0,1
P. Zieliński,Poland,26,180,75,80,83,Napoli,Right,3,CAM,27000.0,3
P. Højbjerg,Denmark,24,185,84,80,84,Tottenham Hotspur,Right,2,CDM,27000.0,2
A. Plea,France,27,181,79,80,81,Borussia Mönchengladbach,Right,2,ST,24000.0,2
Gelson Martins,Portugal,25,173,74,80,83,AS Monaco,Right,3,RM,28000.0,3
J. Grealish,England,24,180,68,80,83,Aston Villa,Right,1,CAM,29000.0,1
William Carvalho,Portugal,28,187,79,80,80,Real Betis,Right,3,CDM,18000.0,3
A. Januzaj,Belgium,25,186,76,80,83,Real Sociedad,Left,1,CAM,28000.0,1
A. Belotti,Italy,26,181,72,80,83,Torino,Right,3,ST,28000.0,3
F. Armani,Argentina,33,189,88,80,80,River Plate,Right,1,GK,7000.0,1
Lucas Vázquez,Spain,29,173,70,80,80,Real Madrid,Right,2,RW,20000.0,2
D. Berardi,Italy,25,183,72,80,81,Sassuolo,Left,2,CAM,25000.0,2
Rubén Peña,Spain,28,170,65,80,80,Villarreal CF,Right,1,RB,19000.0,1
D. Rugani,Italy,25,190,84,80,83,Stade Rennais FC,Right,2,CB,25000.0,2
K. Demirbay,Germany,26,183,74,80,81,Bayer 04 Leverkusen,Left,2,CAM,24000.0,2
F. Bernardeschi,Italy,26,185,77,80,82,Juventus,Left,2,CAM,26000.0,2
João Mário,Portugal,27,179,73,80,81,Sporting CP,Right,3,CM,24000.0,3
Iñigo Martínez,Spain,29,182,77,80,81,Athletic Club de Bilbao,Left,2,CB,19000.0,2
N. Vlašić,Croatia,22,178,79,80,86,PFC CSKA Moscow,Right,1,CAM,34000.0,1
S. Vrsaljko,Croatia,28,181,76,80,80,Atlético Madrid,Right,2,RB,19000.0,2
J. Draxler,Germany,26,187,77,80,81,Paris Saint-Germain,Right,3,CAM,25000.0,3
G. Xhaka,Switzerland,27,185,80,80,81,Arsenal,Left,3,CDM,21000.0,3
Campaña,Spain,27,179,70,80,81,Levante UD,Right,1,CM,24000.0,1
N. Schulz,Germany,27,181,83,80,81,Borussia Dortmund,Left,1,LB,22000.0,1
Nacho Fernández,Spain,30,180,76,80,80,Real Madrid,Right,2,CB,17000.0,2
B. Lecomte,France,29,187,78,80,81,AS Monaco,Left,2,GK,16000.0,2
M. Hinteregger,Austria,27,186,82,80,82,Eintracht Frankfurt,Left,2,CB,22000.0,2
Deulofeu,Spain,26,177,73,80,81,Udinese,Right,3,RW,25000.0,3
A. Ljajić,Serbia,28,182,74,80,80,Beşiktaş JK,Right,2,CAM,21000.0,2
J. Roussillon,France,27,175,80,80,81,VfL Wolfsburg,Left,2,LB,22000.0,2
W. Boly,France,29,195,97,80,80,Wolverhampton Wanderers,Right,1,CB,17000.0,1
J. Stones,England,26,188,70,80,83,Manchester City,Right,2,CB,24000.0,2
P. Kadeřábek,Czech Republic,28,182,81,80,80,TSG 1899 Hoffenheim,Right,2,RWB,19000.0,2
Héctor Bellerín,Spain,25,178,74,80,85,Arsenal,Right,3,RB,29000.0,3
D. Suárez,Uruguay,32,173,68,80,80,Getafe CF,Right,1,RB,14000.0,1
J. Tarkowski,England,27,185,81,80,81,Burnley,Right,1,CB,21000.0,1
C. Bakambu,DR Congo,29,182,74,80,80,Beijing Sinobo Guoan FC,Right,2,ST,21000.0,2
Illarramendi,Spain,30,179,74,80,80,Real Sociedad,Right,2,CDM,17000.0,2
M. Ryan,Australia,28,184,82,80,82,Brighton & Hove Albion,Right,1,GK,18000.0,1
B. André,France,29,180,74,80,80,LOSC Lille,Right,2,CDM,18000.0,2
Ricardo Goulart,China PR,29,181,80,80,80,Hebei China Fortune FC,Right,2,CF,21000.0,2
Mario Gaspar,Spain,29,182,74,80,80,Villarreal CF,Right,2,RB,18000.0,2
H. Mkhitaryan,Armenia,31,177,75,80,80,Roma,Right,3,RM,17000.0,3
Escudero,Spain,30,176,72,80,80,Sevilla FC,Left,1,LB,18000.0,1
Willian José,Brazil,28,189,91,80,80,Real Sociedad,Right,2,ST,21000.0,2
D. Ings,England,27,178,73,80,80,Southampton,Right,1,ST,23000.0,1
Bartra,Spain,29,184,73,80,80,Real Betis,Right,3,CB,17000.0,3
E. Pérez,Argentina,34,178,77,80,80,River Plate,Right,2,CDM,7000.0,2
G. Krychowiak,Poland,30,187,84,80,80,Lokomotiv Moscow,Right,3,CDM,17000.0,3
André Almeida,Portugal,29,185,80,80,80,SL Benfica,Right,2,RB,18000.0,2
S. Aurier,Ivory Coast,27,174,74,80,80,Tottenham Hotspur,Right,2,RB,20000.0,2
Hulk,Brazil,33,180,85,80,80,Shanghai SIPG FC,Left,4,LW,13000.0,4
L. de Jong,Netherlands,29,188,86,80,80,Sevilla FC,Right,2,ST,21000.0,2
N. Matić,Serbia,31,194,83,80,80,Manchester United,Left,3,CDM,15000.0,3
Miranda,Brazil,35,186,80,80,80,Jiangsu Suning FC,Right,3,CB,5000.0,3
S. Giovinco,Italy,33,163,61,80,80,Al Hilal,Right,2,CAM,13000.0,2
Nacho Monreal,Spain,34,180,77,80,80,Real Sociedad,Left,2,LB,7000.0,2
Adán,Spain,33,190,86,80,80,Sporting CP,Left,2,GK,7000.0,2
B. Ivanović,Serbia,36,185,91,80,80,West Bromwich Albion,Right,3,CB,3000.0,3
S. Kjær,Denmark,31,191,82,80,80,Milan,Right,3,CB,14000.0,3
Diego Costa,Spain,31,188,84,80,80,Atlético Madrid,Right,4,ST,18000.0,4
David Luiz,Brazil,33,189,86,80,80,Arsenal,Right,4,CB,10000.0,4
Giuliano,Brazil,30,172,68,80,80,Medipol Başakşehir FK,Right,2,CAM,20000.0,2
S. Romero,Argentina,33,192,86,80,80,Manchester United,Right,3,GK,7000.0,3
Luiz Gustavo,Brazil,32,187,78,80,80,Fenerbahçe SK,Left,3,CDM,14000.0,3
L. Stindl,Germany,31,181,80,80,80,Borussia Mönchengladbach,Right,2,CAM,17000.0,2
N. Nkoulou,Cameroon,30,184,77,80,80,Torino,Right,3,CB,17000.0,3
G. Bonaventura,Italy,30,181,75,80,80,Fiorentina,Right,3,CM,20000.0,3
Guaita,Spain,33,190,80,80,80,Crystal Palace,Right,2,GK,7000.0,2
F. Coquelin,France,29,176,74,80,80,Villarreal CF,Right,2,CDM,20000.0,2
L. Piszczek,Poland,35,184,79,80,80,Borussia Dortmund,Right,3,CB,5000.0,3
A. Sánchez,Chile,31,168,62,80,80,Inter,Right,4,LW,17000.0,4
K. Zouma,France,25,190,95,80,83,Chelsea,Right,2,CB,25000.0,2
B. Gomis,France,34,184,77,80,80,Al Hilal,Right,3,ST,10000.0,3
D. Wass,Denmark,31,181,74,80,80,Valencia CF,Right,2,RB,15000.0,2
A. Robben,Netherlands,36,180,80,80,80,FC Groningen,Left,3,CAM,7000.0,3
Raúl García,Spain,33,184,83,80,80,Athletic Club de Bilbao,Right,2,CM,13000.0,2
E. Lamela,Argentina,28,184,80,80,80,Tottenham Hotspur,Left,2,RM,21000.0,2
Falcao,Colombia,34,177,72,80,80,Galatasaray SK,Right,3,ST,10000.0,3
M. Dembélé,Belgium,32,185,85,80,80,Guangzhou R&F FC,Left,3,CM,16000.0,3
J. Evans,Northern Ireland,32,188,77,80,80,Leicester City,Right,2,CB,13000.0,2
Pedro,Spain,32,169,67,80,80,Roma,Right,3,RW,16000.0,3
I. Akinfeev,Russia,34,186,78,80,80,PFC CSKA Moscow,Right,3,GK,3000.0,3
Nani,Portugal,33,177,70,80,80,Orlando City SC,Right,3,LW,13000.0,3
J. Milner,England,34,175,70,80,80,Liverpool,Right,2,CDM,9000.0,2
Joaquín,Spain,38,179,75,80,80,Real Betis,Right,2,CAM,7000.0,2
F. Quagliarella,Italy,37,180,79,80,80,Sampdoria,Right,2,CF,7000.0,2
L. Sáreda,Uruguay,28,186,80,79,79,No Club,Right,1,GK,0.0,1
Júnior Moraes,Ukraine,33,176,74,79,79,Shakhtar Donetsk,Right,1,ST,11000.0,1
E. Riquero,Uruguay,32,175,70,79,79,No Club,Right,1,CDM,0.0,1
R. Di Leonardo,Uruguay,24,177,75,79,79,No Club,Right,1,RB,0.0,1
E. Guichón,Uruguay,32,168,65,79,79,No Club,Left,1,LB,0.0,1
M. Sanson,France,25,180,73,79,82,Olympique de Marseille,Right,2,CM,23000.0,2
Vinícius,Brazil,25,190,83,79,84,Tottenham Hotspur,Left,1,ST,26000.0,1
Dani Olmo,Spain,22,179,72,79,87,RB Leipzig,Right,1,CAM,39000.0,1
Rodrygo,Brazil,19,174,64,79,90,Real Madrid,Right,1,RM,38000.0,1
D. Zagadou,France,21,196,90,79,86,Borussia Dortmund,Left,1,CB,33000.0,1
P. Rajković,Serbia,24,191,85,79,84,Stade de Reims,Right,1,GK,21000.0,1
J. Koundé,France,21,178,75,79,86,Sevilla FC,Right,1,CB,33000.0,1
Junior Firpo,Spain,23,184,78,79,85,FC Barcelona,Left,1,LB,26000.0,1
Y. Atal,Algeria,24,175,66,79,85,OGC Nice,Right,1,RM,26000.0,1
N. Maksimović,Serbia,25,189,78,79,84,Getafe CF,Right,1,CDM,23000.0,1
P. Estupiñán,Ecuador,22,175,73,79,86,Villarreal CF,Left,1,LB,34000.0,1
P. Foden,England,20,171,69,79,88,Manchester City,Left,1,CAM,38000.0,1
E. Bardhi,North Macedonia,24,172,64,79,82,Levante UD,Right,1,CAM,24000.0,1
S. Berge,Norway,22,195,96,79,86,Sheffield United,Right,1,CDM,33000.0,1
S. McTominay,Scotland,23,193,88,79,84,Manchester United,Right,1,CM,24000.0,1
F. Neuhaus,Germany,23,183,74,79,86,Borussia Mönchengladbach,Right,1,CAM,35000.0,1
D. Dumfries,Netherlands,24,188,80,79,83,PSV,Right,2,CB,23000.0,2
H. Barnes,England,22,180,66,79,85,Leicester City,Right,1,CAM,28000.0,1
J. Ikoné,France,22,175,73,79,86,LOSC Lille,Left,1,CAM,35000.0,1
B. Kamara,France,20,184,68,79,84,Olympique de Marseille,Right,1,CDM,24000.0,1
D. Rice,England,21,185,80,79,86,West Ham United,Right,1,CDM,33000.0,1
Carlos Soler,Spain,23,180,76,79,84,Valencia CF,Right,1,CAM,26000.0,1
Odriozola,Spain,24,176,66,79,82,Real Madrid,Right,1,RB,22000.0,1
Zubeldia,Spain,23,181,73,79,84,Real Sociedad,Right,1,CDM,24000.0,1
A. Isak,Sweden,20,192,77,79,86,Real Sociedad,Right,1,ST,35000.0,1
V. Osimhen,Nigeria,21,185,78,79,87,Napoli,Right,1,ST,39000.0,1
R. Malinovskyi,Ukraine,27,181,79,79,80,Atalanta,Left,1,CM,20000.0,1
Luimo Boas Santos,Brazil,20,176,73,79,79,Santos,Right,1,CF,20000.0,1
Gabri Prestão,Brazil,28,186,80,79,79,Internacional,Right,1,GK,12000.0,1
Melvin Parrela,Brazil,20,188,88,79,79,Coritiba,Right,1,CB,17000.0,1
Everton Andrão,Brazil,24,177,75,79,79,Fluminense,Right,1,CDM,18000.0,1
Adnan Vidual,Brazil,28,175,70,79,79,Palmeiras,Right,1,RB,16000.0,1
Ronaldo Esler,Brazil,20,168,65,79,79,Atlético Mineiro,Left,1,LB,18000.0,1
D. Upamecano,France,21,186,90,79,90,RB Leipzig,Right,1,CB,37000.0,1
M. Rashica,Kosovo,24,177,73,79,85,SV Werder Bremen,Right,1,CAM,28000.0,1
André Silva,Portugal,24,184,78,79,84,Eintracht Frankfurt,Right,2,ST,27000.0,2
K. Dolberg,Denmark,22,187,84,79,83,OGC Nice,Right,2,ST,26000.0,2
E. Ávila,Argentina,26,172,81,79,82,CA Osasuna,Left,1,ST,23000.0,1
L. Pellegrini,Italy,24,186,77,79,84,Roma,Right,2,CAM,26000.0,2
Mata,Spain,31,185,79,79,79,Getafe CF,Right,1,ST,15000.0,1
M. Marega,Mali,29,186,83,79,79,FC Porto,Right,2,ST,17000.0,2
L. Dubois,France,25,178,73,79,82,Olympique Lyonnais,Right,1,RWB,21000.0,1
Pablo Fornals,Spain,24,178,67,79,83,West Ham United,Right,2,CAM,25000.0,2
A. Golovin,Russia,24,180,69,79,83,AS Monaco,Right,1,RM,25000.0,1
H. Traoré,Mali,28,175,71,79,79,Stade Rennais FC,Right,1,RB,16000.0,1
E. Bailly,Ivory Coast,26,186,77,79,82,Manchester United,Right,2,CB,20000.0,2
D. Ćaleta-Car,Croatia,23,192,89,79,85,Olympique de Marseille,Right,1,CB,25000.0,1
Joan Jordán,Spain,25,183,74,79,82,Sevilla FC,Right,1,CM,23000.0,1
C. Pavón,Argentina,24,174,78,79,85,LA Galaxy,Right,1,RM,27000.0,1
Borja Iglesias,Spain,27,187,86,79,80,Real Betis,Right,1,ST,20000.0,1
Petros,Brazil,31,182,78,79,79,Al Nassr,Right,1,CDM,12000.0,1
R. Bensebaini,Algeria,25,186,82,79,82,Borussia Mönchengladbach,Left,2,CB,21000.0,2
T. Bakayoko,France,25,189,85,79,81,Napoli,Right,2,CDM,20000.0,2
D. Calvert-Lewin,England,23,187,71,79,85,Everton,Right,1,ST,28000.0,1
Munir,Spain,24,175,69,79,84,Sevilla FC,Left,2,ST,27000.0,2
J. Denayer,Belgium,25,184,80,79,83,Olympique Lyonnais,Right,1,CB,22000.0,1
Zaldúa,Spain,28,176,69,79,79,Real Sociedad,Right,1,RB,16000.0,1
A. Rebić,Croatia,26,185,78,79,80,Milan,Right,1,ST,21000.0,1
J. Weigl,Germany,24,186,72,79,82,SL Benfica,Right,2,CDM,21000.0,2
B. Santamaria,France,25,183,73,79,82,SC Freiburg,Right,1,CDM,21000.0,1
Emerson,Italy,25,176,79,79,82,Chelsea,Left,2,LWB,21000.0,2
H. Winks,England,24,176,74,79,84,Tottenham Hotspur,Right,1,CM,24000.0,1
Adama Traoré,Spain,24,178,72,79,85,Wolverhampton Wanderers,Right,1,RM,27000.0,1
Paulinho,Portugal,27,187,82,79,80,SC Braga,Left,1,ST,20000.0,1
Morales,Spain,32,180,70,79,79,Levante UD,Right,2,ST,14000.0,2
Dani García,Spain,30,180,80,79,79,Athletic Club de Bilbao,Right,2,CDM,17000.0,2
A. Izzo,Italy,28,183,78,79,81,Torino,Right,1,CB,17000.0,1
Ayoze Pérez,Spain,26,178,72,79,79,Leicester City,Right,1,RW,19000.0,1
M. Casco,Argentina,32,170,69,79,79,River Plate,Right,1,RM,12000.0,1
D. Benedetto,Argentina,30,177,80,79,79,Olympique de Marseille,Right,2,ST,17000.0,2
W. Barrios,Colombia,26,178,74,79,84,No Club,Right,1,CDM,0.0,1
A. Miranchuk,Russia,24,182,74,79,84,Atalanta,Left,1,CAM,26000.0,1
F. Fabra,Colombia,29,174,86,79,79,Boca Juniors,Left,1,LB,15000.0,1
A. Hamdallah,Morocco,29,179,81,79,79,Al Nassr,Right,1,ST,17000.0,1
A. Christensen,Denmark,24,187,82,79,84,Chelsea,Right,2,CB,24000.0,2
Ricardo Horta,Portugal,25,173,63,79,80,SC Braga,Right,1,CAM,21000.0,1
J. Tah,Germany,24,195,97,79,84,Bayer 04 Leverkusen,Right,2,CB,24000.0,2
José Sá,Portugal,27,192,85,79,81,Olympiacos CFP,Right,1,GK,16000.0,1
P. Max,Germany,26,177,77,79,80,PSV,Left,1,LB,19000.0,1
André Gomes,Portugal,26,188,84,79,80,Everton,Right,3,CM,20000.0,3
P. Gollini,Italy,25,194,94,79,83,Atalanta,Right,1,GK,19000.0,1
V. Lazaro,Austria,24,180,76,79,83,Borussia Mönchengladbach,Right,1,RM,25000.0,1
R. Bentancur,Uruguay,23,187,78,79,85,Juventus,Right,1,CM,27000.0,1
Rubén García,Spain,26,171,71,79,79,CA Osasuna,Left,1,LM,19000.0,1
E. Mendy,Senegal,28,197,86,79,81,Chelsea,Right,1,GK,15000.0,1
L. Muriel,Colombia,29,179,79,79,79,Atalanta,Right,2,CF,17000.0,2
Pozuelo,Spain,28,170,73,79,79,Toronto FC,Right,1,CAM,17000.0,1
Fernando,Brazil,28,173,66,79,80,Beijing Sinobo Guoan FC,Right,1,CDM,17000.0,1
N. Otamendi,Argentina,32,183,81,79,79,SL Benfica,Right,3,CB,11000.0,3
Rui Silva,Portugal,26,191,91,79,83,Granada CF,Right,1,GK,19000.0,1
N. Aké,Netherlands,25,180,75,79,83,Manchester City,Left,1,CB,22000.0,1
Omar Mascarell,Spain,27,181,76,79,80,FC Schalke 04,Right,1,CDM,18000.0,1
M. Dabbur,Israel,28,182,76,79,79,TSG 1899 Hoffenheim,Right,2,ST,18000.0,2
E. Forsberg,Sweden,28,177,76,79,79,RB Leipzig,Right,2,CAM,17000.0,2
H. Çalhanoğlu,Turkey,26,178,76,79,79,Milan,Right,3,CAM,19000.0,3
Matheus,Brazil,27,190,84,79,82,SC Braga,Right,1,GK,17000.0,1
R. Fraser,Scotland,26,163,70,79,80,Newcastle United,Right,1,LM,20000.0,1
L. Paredes,Argentina,26,180,75,79,82,Paris Saint-Germain,Right,2,CM,23000.0,2
M. Arnold,Germany,26,184,74,79,80,VfL Wolfsburg,Left,2,CM,18000.0,2
T. Stepanenko,Ukraine,30,181,80,79,79,Shakhtar Donetsk,Left,1,CDM,14000.0,1
L. Milivojević,Serbia,29,186,80,79,79,Crystal Palace,Right,1,CDM,15000.0,1
J. Ward-Prowse,England,25,173,66,79,83,Southampton,Right,2,CM,24000.0,2
W. Orban,Hungary,27,186,87,79,81,RB Leipzig,Right,2,CB,18000.0,2
Mário Rui,Portugal,29,170,67,79,79,Napoli,Left,2,LB,15000.0,2
K. Lala,France,28,178,78,79,79,RC Strasbourg Alsace,Right,1,RB,16000.0,1
A. Carrillo,Peru,29,180,75,79,79,Al Hilal,Right,2,RM,17000.0,2
Álvaro,Spain,30,183,75,79,79,Olympique de Marseille,Right,1,CB,14000.0,1
A. Schwolow,Germany,28,190,84,79,81,Hertha BSC,Right,1,GK,15000.0,1
Gabriel,Brazil,26,187,82,79,80,SL Benfica,Left,1,CM,20000.0,1
Pedro León,Spain,33,183,73,79,79,SD Eibar,Right,2,RM,11000.0,2
